topic,link
How many void properties are registered with Coventry City Council,https://www.coventry.gov.uk/directory-record/47345/how-many-void-properties-are-registered-with-coventry-city-council
How Often Does Your Organisation Procure Electricity and Gas Contracts,https://www.coventry.gov.uk/directory-record/46928/how-often-does-your-organisation-procure-electricity-and-gas-contracts
HP hardware support provider contract.,https://www.coventry.gov.uk/directory-record/46407/hp-hardware-support-provider-contract-
HPV LES Schemes.,https://www.coventry.gov.uk/directory-record/44207/hpv-les-schemes-
HR and Payroll solution or service,https://www.coventry.gov.uk/directory-record/44624/hr-and-payroll-solution-or-service
HR and Payroll solution/service,https://www.coventry.gov.uk/directory-record/47729/hr-and-payroll-solution-service
HR/Payroll software,https://www.coventry.gov.uk/directory-record/43437/hr-payroll-software
HS2 and 51m group.,https://www.coventry.gov.uk/directory-record/46500/hs2-and-51m-group-
Human papillomavirus vaccine,https://www.coventry.gov.uk/directory-record/57269/human-papillomavirus-vaccine
Human Resources,https://www.coventry.gov.uk/directory-record/48345/human-resources
Human Resources staff and systems,https://www.coventry.gov.uk/directory-record/46327/human-resources-staff-and-systems
Human Trafficking (Modern Slavery),https://www.coventry.gov.uk/directory-record/47825/human-trafficking-modern-slavery-
Human Trafficking/Modern Slavery Policy,https://www.coventry.gov.uk/directory-record/48461/human-trafficking-modern-slavery-policy
Hybrid & Public Cloud Strategy,https://www.coventry.gov.uk/directory-record/49107/hybrid-public-cloud-strategy
Hygiene inspection at Jade Garden.,https://www.coventry.gov.uk/directory-record/46408/hygiene-inspection-at-jade-garden-
Hygiene Inspection Reports,https://www.coventry.gov.uk/directory-record/45893/hygiene-inspection-reports
ICO Data Protection Audit Report,https://www.coventry.gov.uk/directory-record/48041/ico-data-protection-audit-report
"ICT budget, hosting and maintenance the principal website and visitor numbers.",https://www.coventry.gov.uk/directory-record/46027/ict-budget-hosting-and-maintenance-the-principal-website-and-visitor-numbers-
ICT contract for Server Hardware Maintenance,https://www.coventry.gov.uk/directory-record/46700/ict-contract-for-server-hardware-maintenance
ICT Contract Updates,https://www.coventry.gov.uk/directory-record/47749/ict-contract-updates
ICT contract(s) for Storage Hardware Maintenance and Storage Virtualisation Software,https://www.coventry.gov.uk/directory-record/44524/ict-contract-s-for-storage-hardware-maintenance-and-storage-virtualisation-software
ICT Contracts: 20104056,https://www.coventry.gov.uk/directory-record/45030/ict-contracts-20104056
ICT Contracts: REQ00471,https://www.coventry.gov.uk/directory-record/47353/ict-contracts-req00471
ICT Contracts: REQ07273,https://www.coventry.gov.uk/directory-record/48805/ict-contracts-req07273
ICT Cyber security practices and tenders,https://www.coventry.gov.uk/directory-record/47257/ict-cyber-security-practices-and-tenders
ICT Department Structure,https://www.coventry.gov.uk/directory-record/46409/ict-department-structure
ICT equipment: 20092837,https://www.coventry.gov.uk/directory-record/45028/ict-equipment-20092837
ICT equipment: 20101309,https://www.coventry.gov.uk/directory-record/45029/ict-equipment-20101309
ICT expenditure,https://www.coventry.gov.uk/directory-record/49141/ict-expenditure
ICT expenditure 2021/22,https://www.coventry.gov.uk/directory-record/58356/ict-expenditure-2021-22
ICT expenditure.,https://www.coventry.gov.uk/directory-record/44440/ict-expenditure-
ICT hardware maintenance and costs,https://www.coventry.gov.uk/directory-record/45199/ict-hardware-maintenance-and-costs
ICT hardware maintenance and costs.,https://www.coventry.gov.uk/directory-record/46410/ict-hardware-maintenance-and-costs-
ICT Hardware Maintenance Costs,https://www.coventry.gov.uk/directory-record/48170/ict-hardware-maintenance-costs
ICT hardware provision tender.,https://www.coventry.gov.uk/directory-record/43698/ict-hardware-provision-tender-
ICT Organisation,https://www.coventry.gov.uk/directory-record/45606/ict-organisation
ICT Procurement,https://www.coventry.gov.uk/directory-record/48676/ict-procurement
ICT product spend.,https://www.coventry.gov.uk/directory-record/44832/ict-product-spend-
ICT Services,https://www.coventry.gov.uk/directory-record/58364/ict-services
ICT Services and products used,https://www.coventry.gov.uk/directory-record/47680/ict-services-and-products-used
ICT Spend on Case Management Systems,https://www.coventry.gov.uk/directory-record/44308/ict-spend-on-case-management-systems
ICT staff structure chart,https://www.coventry.gov.uk/directory-record/45676/ict-staff-structure-chart
ICT Strategy Plans,https://www.coventry.gov.uk/directory-record/49013/ict-strategy-plans
"ICT Strategy, Structure, budgets and Cabinet Member responsible.",https://www.coventry.gov.uk/directory-record/46028/ict-strategy-structure-budgets-and-cabinet-member-responsible-
ICT Support Services and Network Support,https://www.coventry.gov.uk/directory-record/43667/ict-support-services-and-network-support
ICT systems and contacts details.,https://www.coventry.gov.uk/directory-record/46328/ict-systems-and-contacts-details-
ICT: REQ00539,https://www.coventry.gov.uk/directory-record/47358/ict-req00539
ICT: REQ00600,https://www.coventry.gov.uk/directory-record/47362/ict-req00600
ICT: REQ00631,https://www.coventry.gov.uk/directory-record/47637/ict-req00631
ICT: REQ00632,https://www.coventry.gov.uk/directory-record/47638/ict-req00632
ID Verification Systems,https://www.coventry.gov.uk/directory-record/46784/id-verification-systems
Idling Offences,https://www.coventry.gov.uk/directory-record/45621/idling-offences
Idling vehicle engines,https://www.coventry.gov.uk/directory-record/44329/idling-vehicle-engines
IKEA in Coventry and traffic levels.,https://www.coventry.gov.uk/directory-record/43989/ikea-in-coventry-and-traffic-levels-
ILF funding.,https://www.coventry.gov.uk/directory-record/46329/ilf-funding-
Illegal Alcohol and Tobacco Sales,https://www.coventry.gov.uk/directory-record/47540/illegal-alcohol-and-tobacco-sales
Illegal Cigarettes - Trading Standards,https://www.coventry.gov.uk/directory-record/45780/illegal-cigarettes-trading-standards
Illegal evictions by landlords,https://www.coventry.gov.uk/directory-record/49006/illegal-evictions-by-landlords
Illegal immigrants who have worked in the council,https://www.coventry.gov.uk/directory-record/44206/illegal-immigrants-who-have-worked-in-the-council
Illegal puppy imports,https://www.coventry.gov.uk/directory-record/57261/illegal-puppy-imports
Illegal roadside car sales on Swan Lane.,https://www.coventry.gov.uk/directory-record/44623/illegal-roadside-car-sales-on-swan-lane-
Illegal subletting in social housing.,https://www.coventry.gov.uk/directory-record/46411/illegal-subletting-in-social-housing-
Illegal Traveller Camp Sites,https://www.coventry.gov.uk/directory-record/48596/illegal-traveller-camp-sites
Illegal Traveller Camps,https://www.coventry.gov.uk/directory-record/48705/illegal-traveller-camps
Illegally dumped waste 2021,https://www.coventry.gov.uk/directory-record/49118/illegally-dumped-waste-2021
Illicit tobacco,https://www.coventry.gov.uk/directory-record/59056/illicit-tobacco
IMCA statistics for 2018/19,https://www.coventry.gov.uk/directory-record/45779/imca-statistics-for-2018-19
IMHA Services,https://www.coventry.gov.uk/directory-record/43749/imha-services
Immensa Lab in Wolverhampton Covid test results,https://www.coventry.gov.uk/directory-record/57293/immensa-lab-in-wolverhampton-covid-test-results
Immigration and asylum legal advice,https://www.coventry.gov.uk/directory-record/58347/immigration-and-asylum-legal-advice
IMPOWER consultancy,https://www.coventry.gov.uk/directory-record/57938/impower-consultancy
Improving Electoral Registration,https://www.coventry.gov.uk/directory-record/47070/improving-electoral-registration
In Year School Admission Applications.,https://www.coventry.gov.uk/directory-record/44523/in-year-school-admission-applications-
In-county residential care Learning Disability placements.,https://www.coventry.gov.uk/directory-record/46573/in-county-residential-care-learning-disability-placements-
In-house ecological expertise,https://www.coventry.gov.uk/directory-record/49113/in-house-ecological-expertise
In-house legal department expenditure,https://www.coventry.gov.uk/directory-record/44096/in-house-legal-department-expenditure
In-house School Meals Service to Schools.,https://www.coventry.gov.uk/directory-record/45965/in-house-school-meals-service-to-schools-
In-house Services,https://www.coventry.gov.uk/directory-record/44865/in-house-services
In-house translation and interpretation service,https://www.coventry.gov.uk/directory-record/46330/in-house-translation-and-interpretation-service
In-year changes of school,https://www.coventry.gov.uk/directory-record/45650/in-year-changes-of-school
Inappropriate behaviour between school staff and pupils.,https://www.coventry.gov.uk/directory-record/45414/inappropriate-behaviour-between-school-staff-and-pupils-
Inappropriate relationships between school staff and pupils.,https://www.coventry.gov.uk/directory-record/45415/inappropriate-relationships-between-school-staff-and-pupils-
Inbound enquiries form the public into the Contact Centre,https://www.coventry.gov.uk/directory-record/47283/inbound-enquiries-form-the-public-into-the-contact-centre
"Incident recording, investigation management, counter fraud and health and safety reporting.",https://www.coventry.gov.uk/directory-record/46412/incident-recording-investigation-management-counter-fraud-and-health-and-safety-reporting-
Incident/accident on 30th January 2015,https://www.coventry.gov.uk/directory-record/47211/incident-accident-on-30th-january-2015
Incidents in taxis,https://www.coventry.gov.uk/directory-record/48566/incidents-in-taxis
Incidents of prejudice and bullying in schools.,https://www.coventry.gov.uk/directory-record/43819/incidents-of-prejudice-and-bullying-in-schools-
"Incidents of violence, verbal abuse or harassment against social care staff.",https://www.coventry.gov.uk/directory-record/46413/incidents-of-violence-verbal-abuse-or-harassment-against-social-care-staff-
Incidents reported to LADO,https://www.coventry.gov.uk/directory-record/48366/incidents-reported-to-lado
Income from parking enforcement ,https://www.coventry.gov.uk/directory-record/57357/income-from-parking-enforcement-
Income from parking enforcement,https://www.coventry.gov.uk/directory-record/45659/income-from-parking-enforcement
Income from parking fines,https://www.coventry.gov.uk/directory-record/48965/income-from-parking-fines
Income received from parking fines since 2009,https://www.coventry.gov.uk/directory-record/48047/income-received-from-parking-fines-since-2009
"Income Tax, expenditure and the election.",https://www.coventry.gov.uk/directory-record/46619/income-tax-expenditure-and-the-election-
